cluster,metric,url,article_text
0,0.22840104140341283,https://vnexpress.net/co-gai-met-moi-vi-qua-xinh-dep-4544491.html,mỹmái tóc bồng_bềnh khuôn_mặt xinh_đẹp vóc_dáng hoàn_hảo emily adonna hội tiến nghiệp đồng_thời kéo phiền_phức emily adonna mẫu chủ doanh_nghiệp sống california xuyên mệt_mỏi ngoại_hình xinh_đẹp đặc_quyền phủ kèm bất_lợi bao quấy_rối tâm video emily xuyên quấy_rối chí đụng_chạm chủ_công cộng chạm xuất_hiện đám đông xuyên tóm emily adonna mẫu ảnh 9honey trường_hợp xinh_đẹp trở_thành ngáng đường adonna thăng_tiến_nghiệp chối hội kinh_doanh trẻ xinh tập_trung chí adonna tiếng quấy_rối trọng_tâm lỗi chia tình_huống tiêu_cực câu mặc đẹp adonna adonna biệt đối vận trang giản công_cộng khẩu_trang quần rộng chạm mặc đẹp cảm_động hưởng gian thời_gian_động liên_kết đứng_đắn adonna gắng thân kém hấp khuyên mũi xăm hình mặc quần xấu chia adonna thu_hút_kiến trái chiều đừng hành_động_thể vấn xinh_đẹp quấy_rối đồng_cảm adonna đối_mặt xinh_đẹp kèm trách_nhiệm cảm bảo nhiên 9honey
2,0.2980910807847977,https://vnexpress.net/dau-bep-doi-tuyen-nhat-tiep-tuc-nau-mon-may-man-4544464.html,vọng món lươn nướng chiến_thắng croatia trận đấu tây_ban_nha đầu_bếp yoshiteru nishi tuyển nhật tiếp_tục nấu món mai trận đấu croatia món bữa tối 412 lươn nướng chiến_thắng đầu_bếp nishi viết twitter món bữa tối đầu_bếp chuẩn cầu_thủ trận đấu đội_tuyển tây_ban_nha giúp lội ngược dòng tiến kết trang nikkansports món lươn nướng dưỡng trận đấu giúp cầu_thủ sức dẻo_dai chiến_thắng thần sức món lươn truyền_thống giúp cầu_thủ nhật tiến world_cup 2022 trang viết câu dân_gian nhật lươn ushi hội lươn diễn 207 khoẻ dẻo_dai góc chuyên_gia chuyên_gia dinh_dưỡng lươn món sức_khoẻ giúp cường thể_lực hàm protein vitamin thực_phẩm đầu_bếp yoshiteru nishi phục đội_tuyển nhật world_cup 2022 ảnh nikkansports đầu_bếp nishi 130 chuyến thi_đấu đội_tuyển quốc_gia 2004 trở_thành thành_viên_thể thay yếu thương_hiệu nishi món ngon chu_toàn may_mắn công nấu đội_tuyển nấu gia_đình gắng bầu khí vui cầu_thủ mong nishi yomiuri shimbun vòng world_cup 2022 đội_trưởng maya yoshida tặng nishi đầu_bếp màu nhân_dịp sinh_nhật toàn đội mong may_mắn trận đấu quan_trọng australia thắng_lợi đoạt qatar nhật giành kết cầu_thủ yêu_cầu nishi mặc thi_đấu bùa may_mắn hứa phép màu nhật địa_chấn đức sân khalifa minh phương nikkansports nippon
0,0.23600101545453073,https://vnexpress.net/bao-nhieu-lau-nen-goi-dau-mot-lan-4544384.html,tần_suất gội đầu tuỳ yếu bao kiểu tóc nhờn đầu hoạt_động_thể tiến anthony rossi trung_tâm ung_thư memorial sloan kettering new york khuyên bệnh_nhân gội đầu hai tuần can_thiệp hoá_chất tóc tẩy uốn duỗi khuyên gội gãy giòn tóc chẻ hiệp_hội liễu đầu nhờn thể gội đầu tác góp quyết_định tần_suất gội dậy hormone tuyến dầu phát_triển gội đầu xuyên lợi tóc già đầu tiết dầu ảnh minh_hoạ cnn tóc thể khô gãy xoăn hiệp_hội liễu gội đầu xuyên thể trầm_trọng tình_trạng tóc dày khô xoăn gội hàng chí gội hàng tuần gội tuần đầu tóc sạch khoẻ gội chăm_sóc tóc đầu tắm_gội_thể thực_hiện định trì sạch tóc bảo hại quan_trọng sinh đầu chải tóc nới lỏng bào chết mảnh gầu thể rossi thể xoa_bóp đầu mảng gầu bung thiết gội dầu đầu sạch thể dụng dầu_dầu dưỡng đầu nuôi_dưỡng đầu xuyên tập_thể_dục gội đầu tập trừ khuẩn phát_triển tóc đầu mùi gội sạch rossi dầu_gội khô toàn tóc đừng xuyên dầu_nhờn quanh chân tóc thể lau khô giấy_thấm phẩm bơi mái_tóc tiếp_xúc clo khô gãy hiệp_hội liễu trường_hợp bảo tóc ướt dưỡng tóc đội bơi khít cải_thiện dầu_gội đầu dầu chuyên_sâu bơi nhật minh cnn
2,0.3267311125993729,https://vnexpress.net/lam-the-nao-giup-cha-me-gia-dung-smartphone-4544360.html,hầu già hạn_chế công_nghệ khăn dụng thiết giúp già tiếp_cận sản_phẩm lưu_tâm chỉnh thiết nhu_cầu màn_hình cảm_ứng chữ xíu thể khăn đặc_biệt vấn thị_lực kích_thước phông_chữ_thiết thể cài máy ứng_dụng đọc văn động đọc màn_hình ảnh minh_hoạ pexels viết hướng giấy đừng tải thông học đầu_tiên viết trình hướng tập dần quen quên sai thao_tác ghi hướng thiết giúp quan_trọng kiên_nhẫn khả_năng ghi quên thông_quan trọng kiên_nhẫn hướng dạy thao_tác_thiết thể trình lặp lặp ngại_ngùng xấu động_viên chí nhắc kiên_trì dạy thử game trò hữu_ích trẻ già sudoku ứng_dụng giải chữ tập não tiến thể cảm bất_ngờ đương_nhiên_thể trò nhắc_nhở smartphone giới_hạn giải_quyết ngại bảo_mật toàn internet dàng thao_tác_thiết công_nghệ giúp toàn thông nhân nhắc gửi thông dàng chấp yêu_cầu mạng hội thể nạn_nhân trò lừa_đảo chủ_động cài ứng_dụng phù_hợp đăng gói cước phù_hợp trường_hợp tiền oan thuỳ linh wonderwall
5,0.24626874998211862,https://vnexpress.net/tai-sao-khong-nen-ham-noi-tieng-4544142.html,nổi_tiếng khao_khát đồng_thời huỷ_hoại hạnh_phúc thói_quen xấu hại đường hỏng phá_thống insulin lười tập_thể_dục_thể yếu xương tâm_trạng chán_nản điển_hình phù_hợp thực nuôi_dưỡng mong nổi_tiếng nghiên_cứu 2012 danh_tiếng mục_tiêu đời trẻ khảo_sát 2017 1000 trẻ lựa phổ_biến nghề_nghiệp tương_lai youtuber thừa trực_tiếp thèm_khát nổi_tiếng công vấn phân_tích gallup trưởng_thành thành_công giàu nghiệp nổi_bật chuyên_gia cảnh_báo nổi_tiếng mạng hội thể vấn sức_khoẻ tâm_thần trẻ ảnh businessinsider danh_tiếng nhạc trị gia danh_tiếng tín hầu bình săn_đuổi phô_bày cộng_đồng giới chuyên_môn_thể giải ham nổi_tiếng giúp hội công thành_công tiền_bạc ngoại_hình hấp xuất_hiện truyền_hình thực khảo_sát 2012 khảo_sát 2013 thể nổi_tiếng đánh_giá lối sống thượng_lưu địa thể chẳng_hạn trở_thành hình_mẫu_động nổi_tiếng thành gương tích_cực sống kiến thực nổi_tiếng dựa ghi nghiên_cứu hạnh_phúc ghi tồi nổi_tiếng_thể nghiện đặc_biệt thời_đại mạng hội biên_giới mạng hội phép bất_động_lực công tương_tác_thể nghiện đặc_biệt đối trẻ tác_hại nổi_tiếng nghiên_cứu khoa_học lường triết_học arthur schopenhauer danh_tiếng biển khát triết_học francis bacon dòng sông nhẹ phồng đồng_thời nhấn_chìm rắn lady gaga danh_vọng kiếm nổi_tiếng sai_lầm hạnh_phúc thúc hứa_hẹn hài ngược đánh_bại thức năng cam_kết chống hành_động_thể giúp đầu_tiên vấn động thời kiếm danh_vọng tín ghen ngưỡng đặc_biệt đăng mạng hội vọng đăng giải_trí thông_báo chia nâng tinh_thần vọng sánh hai động nổi_tiếng cân_nhắc giá_trị giả đăng ảnh bikini bãi biển lợi_ích dopamine tiết tưởng_tượng ngưỡng ghen ảnh giá nằm thực đăng nghiên_cứu khoe_khoang nguỵ_trang khoe_khoang khiêm_tốn ngưỡng thực hạnh_phúc dựa đánh_giá đặc_biệt tưởng_tượng_kiến ngoại_hình công kiếm sống kiểu phán_xét thân kiếm nổi_tiếng thu_hút thân công soi_xét chắn bất_hạnh trọng câu câu_kết luận kiếm nổi_tiếng tín lợi_ích bây đứng chống bốc_đồng năng đừng khoe_khoang kiếm xoá đăng nghỉ_ngơi mạng hội thay kết_nối thực yêu vọng thể ngưỡng ghen bảo nhiên atlantic
6,0.3106073185801506,https://vnexpress.net/biet-thu-pho-theo-kien-truc-a-dong-4543248.html,villa xây_dựng mảnh đất diện_tích hai mặt_tiền biệt_thự hiện_đại xung_quanh trở biệt lối kiến_trúc đậm_nét đông_phong pha_trộn đặc_trưng văn_hoá khuôn_mẫu định hài_hoà linh_hoạt
7,0.42065678238868714,https://vnexpress.net/nhung-gian-qua-cua-ba-me-hai-duong-4543071.html,bầu trồng dưa yêu_cầu thuật thời_tiết miền bắc mưa_nắng thất màng khăn nông_dân sân_thượng trồng dưa dây nắng gắt mưa_bão chút kiểm_tra trải cảm_giác hạnh_phúc cán đích thành_công lan
0,0.22056102827191354,https://vnexpress.net/th-ra-mat-sua-trai-cay-bo-sung-vi-chat-cho-be-4542906.html,mắt true juice milk topkid uống kết_hợp sữa_tươi sạch trái nhiên sung chất trợ phát_triển não chiều ghi dấu sản_phẩm sữa_tươi sạch tập_đoàn ngừng mắt thức uống nguyên_liệu thiên_nhiên lợi_ích sức_khoẻ sữa hạt true nut gạo true rice trái nhiên true juice uống sữa trái true juice milk đối trẻ sưu_tập dạng thương_hiệu topkid khoẻ nhiên ngon đỉnh sữa_tươi tiệt_trùng kem sữa_chua sữa_chua uống tân_binh uống sữa trái nhiên true juice milk topkid mắt thị_trường đại_diện sản_xuất sản_phẩm topkid dụng nguyên_liệu sữa_tươi nguyên_chất trang_trại sữa_tươi vắt động quy_trình khép_kín hoàn_toàn sản_xuất sữa kiểm_tra chất đảm_bảo tuân_thủ quy_chuẩn thuật quốc_gia sữa_tươi nguyên_liệu sản_phẩm sinh toàn thực_phẩm trọn dưỡng_chất hương thơm ngậy nhiên sữa_tươi kết_hợp sữa_tươi sạch trang_trại trái 100 nhiên true juice milk topkid năng hương phù_hợp trẻ trở trẻ 410 mắt true juice milk topkid sản_phẩm kết_hợp sữa_tươi sạch trái nhiên sung chất trợ phát_triển não chiều ảnh sản_phẩm sung chất quan_trọng vitamin b12 acid_folic canxi đại_diện khẳng_định chất dụng gốc nhiên công_thức topkid tập_đoàn toán khoa_học hàm thành phù_hợp nhu_cầu trẻ lứa vàng lợi_ích chủ_yếu phát_triển não chiều vitamin chất thiết_yếu trình tổng_hợp dna rna hoá protein glucid thiết trình sản_xuất chất truyền xung_động thần_kinh serotonin dopamin acid_folic vitamin vai_trò quan_trọng sản_xuất bào máu tổng_hợp acid_amin tham_gia chất truyền_thần kinh não tương vitamin b12 thiết hình_thành bào hồng_cầu trình máu chức_năng thần_kinh tổng_hợp dna vitamin b12 quan_trọng hoạt_động bình thần_kinh thông vai_trò đối trình sản_sinh myelin thành bào thần_kinh quyết_định tốc phản_ứng_thể đối kích hụt vitamin b12 acid_folic_thể máu chóng_mặt mệt_mỏi b12 acid_folic tham_gia trình hoà miễn_dịch_thể phận nghiên_cứu phát_triển sản_phẩm sung vitamin mục_tiêu_trợ phát_triển não thể_chất trẻ đầu đời sức_bật giai_đoạn phát_triển tiếp trẻ đối_chiếu bảng nhu_cầu dinh_dưỡng khuyến_nghị ban_hành hộp true juice milk topkid 180ml đáp_ứng nhu_cầu vitamin nhu_cầu vitamin b12 nhu_cầu acid_folic trẻ hàm canxi sản_phẩm canxi sẵn sữa_tươi kết_hợp canxi sung_công thức topkid khoáng_chất giúp hình_thành xương vững quyết_định chiều sức_khoẻ vai_trò thiết_yếu trẻ trình phát_triển thể_chất lợi_ích chất topkid cộng uống sữa trái true juice milk topkid lợi_ích sức_khoẻ trái nhiên cam dâu_tây chứa dinh_dưỡng vitamin vitamin nghiên_cứu khoa_học chứng_minh tác_dụng_trợ chống oxy_hoá cường miễn_dịch đóng vai_trò chất giúp thể hấp_thụ chất topkid canxi acid_folic true juicemilk topkid siêu_thị ảnh thi sữa_tươi trái nhiên chất topkid phối_trộn dây_chuyền sản_xuất khép_kín trang thiết nhập_khẩu chlb đức công_nghệ tân_tiến ngành giải_khát nổi_bật công_nghệ tiệt_trùng uht sản_phẩm nhiệt thời_gian ngắn giúp sinh_vật hại bào công_nghệ giúp tối hương nhiên vitamin lợi kéo thời thời_hạn sản_phẩm sản_xuất dụng chất bảo_quản tiệt_trùng sản_phẩm rót bao giấy chuẩn quốc_công nghệ chiết rót trùng đảm_bảo hương tươi ngon tiện_lợi true juice milk topkid chào_đón bậc phụ_huynh true juice milk topkid thể đồng_hành đầu đời thức uống ngon đỉnh toàn góp khoẻ nhiên hai mầm_non vốn tín sản_phẩm chia diệp chi
6,0.38876731395721437,https://vnexpress.net/cach-chon-bon-tam-trong-khong-gian-noi-that-nho-4542511.html,phòng tắm diện_tích lắp bồn_tắm trải_nghiệm massage toàn_thân spa vấn giúp cường nội đối gian hạn_chế diện_tích bồn_tắm bồn_tắm dạng oval lựa tuyệt_vời xếp khéo_léo hợp phòng_gian thư_giãn hút gia_đình hiện bồn_tắm thị_trường dụng chất_liệu nhựa acrylic gọn_gàng nhẹ_nhàng toàn dụng thay đặc_biệt tối phòng tắm diện_tích bồn_tắm dạng oval lựa hợp gian phòng tắm ảnh inax bồn_tắm tích_hợp_thống massage thuỷ_lực massage bóng khí tác_dụng_lực đẩy giúp lưu_thông máu tác_động tình_trạng đau_nhức xương khớp tắm bồn phương_pháp tẩy chết hiệu thị_trường hiện sản_phẩm bồn_tắm massage phù_hợp gian gia_đình lựa sản_phẩm ưng thương_hiệu xuất đảm_bảo chất toàn dụng lưu thiết lựa chi_phí thuật thẩm chất_liệu dàng sinh ngăn_ngừa khuẩn lắp bồn_tắm lựa trí đảm_bảo thoát chống thấm bồn_tắm_thống giúp nhiệt tối năng tiêu_thụ lưu phụ_kiện bồn_tắm đảm_bảo toàn tiện_ích gian thư_giãn thoải_mái gia_đình chuyên_gia sản_phẩm bùi_thị lợi tập_đoàn lixil việt_nam
2,0.2589710734784603,https://vnexpress.net/dau-hieu-ban-la-ung-vien-trung-tuyen-4543439.html,dấu_hiệu tuyển_dụng ứng_viên hàng_đầu kín_đáo_thể nắm_bắt dấu_hiệu mật tuyển_dụng coi ứng_viên hàng_đầu tuyển_dụng chuyên_gia nghề_nghiệp quy_trình tuyển_dụng diễn dấu_hiệu tiềm_năng quy_trình tuyển_dụng diễn chóng tuyển_dụng lịch vấn thực_hiện tiếp vòng hai vấn đẹp ảnh minh_hoạ cis giới_thiệu thành_viên tham_quan_hoạch dấu_hiệu chứng tiềm_năng tuyển_dụng tham_quan văn_phòng giới_thiệu đồng_nghiệp bận_rộn gabrielle woody tuyển_dụng công mềm tài tham_quan nằm hoạch vấn dấu_hiệu tuyệt_vời_chức chuyến tham_quan ứng_viên xét mời mục_đích tham_quan văn_hoá môi_trường woody dilber nghị kết_nối thành_viên hiện liên_quan công tuyển_dụng chân nhân_viên hàng_đầu gắng tiếp_tục đầu đợi thực_hiện quy_trình tuyển_dụng vấn trí lãnh_đạo trường_học_vấn chỗ xếp tham_quan trường_học trưa hai tuyển vấn công câu khả_năng tuyển_dụng ứng_viên hàng_đầu kinh_nghiệm câu dấu_hiệu tích_cực nghĩa tuyển_dụng quan_tâm quan_tâm vấn công rob cancilla giám_đốc công tuyển_dụng_thể bắt_đầu thành_viên tuyển_dụng_thể bắt_đầu hình_dung vai_trò carmen rosas luật lập hoạch bất_động_sản dấu_hiệu ứng_viên tiềm_năng thể_hiện câu tuyển_dụng thực quan_tâm ứng_viên câu chi_tiết thời_gian_thể bắt_đầu mục_tiêu nghề_nghiệp rosas amy feind reeves lập_công vấn nghề_nghiệp boston dấu_hiệu hứa_hẹn tuyển_dụng thời_gian_thể bắt_đầu chi_tiết tiền_lương_thể thành_viên công jennifer tardy vấn tuyển_dụng tín_hiệu trí đầu chứng tuyển_dụng chấm feind reeves dấu_hiệu ứng_viên hàng_đầu sâu tình_huống thể_tình_huống diễn quản trúng_tuyển dấu_hiệu tiềm_năng tuyển yếu ảnh_hưởng lựa ứng_viên phụ_trách tuyển_dụng_thể ảnh_hưởng ứng_viên trí tuyển nhân_viên sẵn thay nhật minh huffpost
